#Image CLASS-ID SPECIES BREED ID
#ID: 1:37 Class ids
#SPECIES: 1:Cat 2:Dog
#BREED ID: 1-25:Cat 1:12:Dog
#All images with 1st letter as captial are cat images
#images with small first letter are dog images
Abyssinian_169 1 1 1
Abyssinian_16 1 1 1
Abyssinian_170 1 1 1
Abyssinian_172 1 1 1
Abyssinian_173 1 1 1
Abyssinian_174 1 1 1
Abyssinian_175 1 1 1
Abyssinian_176 1 1 1
Abyssinian_177 1 1 1
Abyssinian_178 1 1 1
Abyssinian_179 1 1 1
Abyssinian_17 1 1 1
Abyssinian_180 1 1 1
Abyssinian_181 1 1 1
Abyssinian_182 1 1 1
Abyssinian_183 1 1 1
Abyssinian_184 1 1 1
Abyssinian_185 1 1 1
Abyssinian_18 1 1 1
Abyssinian_190 1 1 1
Abyssinian_191 1 1 1
Abyssinian_192 1 1 1
Abyssinian_193 1 1 1
Abyssinian_195 1 1 1
Abyssinian_196 1 1 1
Abyssinian_197 1 1 1
Abyssinian_19 1 1 1
Abyssinian_1 1 1 1
american_bulldog_147 2 2 1
american_bulldog_148 2 2 1
american_bulldog_149 2 2 1
american_bulldog_14 2 2 1
american_bulldog_150 2 2 1
american_bulldog_151 2 2 1
american_bulldog_152 2 2 1
american_bulldog_153 2 2 1
american_bulldog_158 2 2 1
american_bulldog_15 2 2 1
american_bulldog_161 2 2 1
american_bulldog_164 2 2 1
american_bulldog_166 2 2 1
american_bulldog_167 2 2 1
american_bulldog_168 2 2 1
american_bulldog_169 2 2 1
american_bulldog_16 2 2 1
american_bulldog_171 2 2 1
american_bulldog_172 2 2 1
american_bulldog_173 2 2 1
american_bulldog_174 2 2 1
american_bulldog_175 2 2 1
american_bulldog_176 2 2 1
american_bulldog_177 2 2 1
american_bulldog_178 2 2 1
american_bulldog_179 2 2 1
american_bulldog_180 2 2 1
american_bulldog_181 2 2 1
american_bulldog_182 2 2 1
american_bulldog_183 2 2 1
american_bulldog_184 2 2 1
american_bulldog_185 2 2 1
american_bulldog_186 2 2 1
american_bulldog_187 2 2 1
american_bulldog_188 2 2 1
american_bulldog_189 2 2 1
american_bulldog_18 2 2 1
american_bulldog_190 2 2 1
american_bulldog_191 2 2 1
american_bulldog_192 2 2 1
american_bulldog_193 2 2 1
american_bulldog_194 2 2 1
american_bulldog_196 2 2 1
american_bulldog_197 2 2 1
american_bulldog_198 2 2 1
american_bulldog_199 2 2 1
american_bulldog_19 2 2 1
american_bulldog_200 2 2 1
american_bulldog_201 2 2 1
american_bulldog_202 2 2 1
american_pit_bull_terrier_146 3 2 2
american_pit_bull_terrier_147 3 2 2
american_pit_bull_terrier_148 3 2 2
american_pit_bull_terrier_149 3 2 2
american_pit_bull_terrier_14 3 2 2
american_pit_bull_terrier_150 3 2 2
american_pit_bull_terrier_151 3 2 2
american_pit_bull_terrier_152 3 2 2
american_pit_bull_terrier_153 3 2 2
american_pit_bull_terrier_154 3 2 2
american_pit_bull_terrier_155 3 2 2
american_pit_bull_terrier_156 3 2 2
american_pit_bull_terrier_157 3 2 2
american_pit_bull_terrier_158 3 2 2
american_pit_bull_terrier_159 3 2 2
american_pit_bull_terrier_15 3 2 2
american_pit_bull_terrier_160 3 2 2
american_pit_bull_terrier_161 3 2 2
american_pit_bull_terrier_162 3 2 2
american_pit_bull_terrier_163 3 2 2
american_pit_bull_terrier_164 3 2 2
american_pit_bull_terrier_165 3 2 2
american_pit_bull_terrier_166 3 2 2
american_pit_bull_terrier_167 3 2 2
american_pit_bull_terrier_168 3 2 2
american_pit_bull_terrier_169 3 2 2
american_pit_bull_terrier_16 3 2 2
american_pit_bull_terrier_170 3 2 2
american_pit_bull_terrier_171 3 2 2
american_pit_bull_terrier_172 3 2 2
american_pit_bull_terrier_173 3 2 2
american_pit_bull_terrier_174 3 2 2
american_pit_bull_terrier_175 3 2 2
american_pit_bull_terrier_176 3 2 2
american_pit_bull_terrier_177 3 2 2
american_pit_bull_terrier_178 3 2 2
american_pit_bull_terrier_179 3 2 2
american_pit_bull_terrier_17 3 2 2
american_pit_bull_terrier_180 3 2 2
american_pit_bull_terrier_181 3 2 2
american_pit_bull_terrier_182 3 2 2
american_pit_bull_terrier_183 3 2 2
american_pit_bull_terrier_184 3 2 2
american_pit_bull_terrier_185 3 2 2
american_pit_bull_terrier_186 3 2 2
american_pit_bull_terrier_187 3 2 2
american_pit_bull_terrier_188 3 2 2
american_pit_bull_terrier_189 3 2 2
american_pit_bull_terrier_18 3 2 2
american_pit_bull_terrier_190 3 2 2
basset_hound_146 4 2 3
basset_hound_147 4 2 3
basset_hound_148 4 2 3
basset_hound_149 4 2 3
basset_hound_14 4 2 3
basset_hound_150 4 2 3
basset_hound_151 4 2 3
basset_hound_152 4 2 3
basset_hound_153 4 2 3
basset_hound_154 4 2 3
basset_hound_155 4 2 3
basset_hound_156 4 2 3
basset_hound_157 4 2 3
basset_hound_158 4 2 3
basset_hound_159 4 2 3
basset_hound_15 4 2 3
basset_hound_160 4 2 3
basset_hound_161 4 2 3
basset_hound_162 4 2 3
basset_hound_163 4 2 3
basset_hound_164 4 2 3
basset_hound_165 4 2 3
basset_hound_166 4 2 3
basset_hound_167 4 2 3
basset_hound_168 4 2 3
basset_hound_169 4 2 3
basset_hound_16 4 2 3
basset_hound_170 4 2 3
basset_hound_171 4 2 3
basset_hound_172 4 2 3
basset_hound_173 4 2 3
basset_hound_174 4 2 3
basset_hound_175 4 2 3
basset_hound_176 4 2 3
basset_hound_177 4 2 3
basset_hound_178 4 2 3
basset_hound_179 4 2 3
basset_hound_17 4 2 3
basset_hound_180 4 2 3
basset_hound_181 4 2 3
basset_hound_182 4 2 3
basset_hound_183 4 2 3
basset_hound_184 4 2 3
basset_hound_185 4 2 3
basset_hound_186 4 2 3
basset_hound_187 4 2 3
basset_hound_188 4 2 3
basset_hound_189 4 2 3
basset_hound_18 4 2 3
basset_hound_190 4 2 3
beagle_149 5 2 4
beagle_14 5 2 4
beagle_150 5 2 4
beagle_151 5 2 4
beagle_152 5 2 4
beagle_153 5 2 4
beagle_154 5 2 4
beagle_155 5 2 4
beagle_156 5 2 4
beagle_157 5 2 4
beagle_158 5 2 4
beagle_15 5 2 4
beagle_160 5 2 4
beagle_161 5 2 4
beagle_162 5 2 4
beagle_163 5 2 4
beagle_164 5 2 4
beagle_165 5 2 4
beagle_166 5 2 4
beagle_167 5 2 4
beagle_168 5 2 4
beagle_169 5 2 4
beagle_16 5 2 4
beagle_170 5 2 4
beagle_171 5 2 4
beagle_172 5 2 4
beagle_173 5 2 4
beagle_174 5 2 4
beagle_175 5 2 4
beagle_176 5 2 4
beagle_177 5 2 4
beagle_178 5 2 4
beagle_179 5 2 4
beagle_17 5 2 4
beagle_180 5 2 4
beagle_181 5 2 4
beagle_182 5 2 4
beagle_183 5 2 4
beagle_184 5 2 4
beagle_185 5 2 4
beagle_186 5 2 4
beagle_187 5 2 4
beagle_188 5 2 4
beagle_189 5 2 4
beagle_18 5 2 4
beagle_190 5 2 4
beagle_191 5 2 4
beagle_192 5 2 4
beagle_193 5 2 4
beagle_194 5 2 4
Bengal_146 6 1 2
Bengal_147 6 1 2
Bengal_148 6 1 2
Bengal_149 6 1 2
Bengal_14 6 1 2
Bengal_150 6 1 2
Bengal_151 6 1 2
Bengal_152 6 1 2
Bengal_153 6 1 2
Bengal_154 6 1 2
Bengal_155 6 1 2
Bengal_156 6 1 2
Bengal_157 6 1 2
Bengal_158 6 1 2
Bengal_159 6 1 2
Bengal_15 6 1 2
Bengal_160 6 1 2
Bengal_161 6 1 2
Bengal_162 6 1 2
Bengal_163 6 1 2
Bengal_164 6 1 2
Bengal_165 6 1 2
Bengal_166 6 1 2
Bengal_167 6 1 2
Bengal_168 6 1 2
Bengal_169 6 1 2
Bengal_16 6 1 2
Bengal_170 6 1 2
Bengal_171 6 1 2
Bengal_172 6 1 2
Bengal_173 6 1 2
Bengal_174 6 1 2
Bengal_175 6 1 2
Bengal_176 6 1 2
Bengal_177 6 1 2
Bengal_178 6 1 2
Bengal_179 6 1 2
Bengal_17 6 1 2
Bengal_180 6 1 2
Bengal_182 6 1 2
Bengal_183 6 1 2
Bengal_184 6 1 2
Bengal_185 6 1 2
Bengal_186 6 1 2
Bengal_187 6 1 2
Bengal_188 6 1 2
Bengal_189 6 1 2
Bengal_18 6 1 2
Bengal_190 6 1 2
Bengal_191 6 1 2
Birman_146 7 1 3
Birman_147 7 1 3
Birman_148 7 1 3
Birman_149 7 1 3
Birman_14 7 1 3
Birman_150 7 1 3
Birman_151 7 1 3
Birman_152 7 1 3
Birman_153 7 1 3
Birman_154 7 1 3
Birman_155 7 1 3
Birman_156 7 1 3
Birman_157 7 1 3
Birman_158 7 1 3
Birman_159 7 1 3
Birman_15 7 1 3
Birman_160 7 1 3
Birman_161 7 1 3
Birman_162 7 1 3
Birman_163 7 1 3
Birman_164 7 1 3
Birman_165 7 1 3
Birman_166 7 1 3
Birman_167 7 1 3
Birman_168 7 1 3
Birman_169 7 1 3
Birman_16 7 1 3
Birman_170 7 1 3
Birman_171 7 1 3
Birman_172 7 1 3
Birman_173 7 1 3
Birman_174 7 1 3
Birman_175 7 1 3
Birman_176 7 1 3
Birman_177 7 1 3
Birman_178 7 1 3
Birman_179 7 1 3
Birman_17 7 1 3
Birman_180 7 1 3
Birman_181 7 1 3
Birman_182 7 1 3
Birman_183 7 1 3
Birman_184 7 1 3
Birman_185 7 1 3
Birman_186 7 1 3
Birman_187 7 1 3
Birman_188 7 1 3
Birman_189 7 1 3
Birman_18 7 1 3
Birman_190 7 1 3
Bombay_14 8 1 4
Bombay_150 8 1 4
Bombay_151 8 1 4
Bombay_152 8 1 4
Bombay_153 8 1 4
Bombay_154 8 1 4
Bombay_155 8 1 4
Bombay_156 8 1 4
Bombay_157 8 1 4
Bombay_158 8 1 4
Bombay_159 8 1 4
Bombay_15 8 1 4
Bombay_160 8 1 4
Bombay_161 8 1 4
Bombay_162 8 1 4
Bombay_163 8 1 4
Bombay_164 8 1 4
Bombay_166 8 1 4
Bombay_167 8 1 4
Bombay_168 8 1 4
Bombay_169 8 1 4
Bombay_16 8 1 4
Bombay_170 8 1 4
Bombay_171 8 1 4
Bombay_172 8 1 4
Bombay_173 8 1 4
Bombay_174 8 1 4
Bombay_175 8 1 4
Bombay_176 8 1 4
Bombay_177 8 1 4
Bombay_178 8 1 4
Bombay_179 8 1 4
Bombay_180 8 1 4
Bombay_181 8 1 4
Bombay_182 8 1 4
Bombay_183 8 1 4
Bombay_184 8 1 4
Bombay_185 8 1 4
Bombay_186 8 1 4
Bombay_188 8 1 4
Bombay_18 8 1 4
Bombay_191 8 1 4
Bombay_193 8 1 4
Bombay_194 8 1 4
Bombay_198 8 1 4
Bombay_19 8 1 4
Bombay_1 8 1 4
boxer_146 9 2 5
boxer_147 9 2 5
boxer_148 9 2 5
boxer_149 9 2 5
boxer_14 9 2 5
boxer_150 9 2 5
boxer_151 9 2 5
boxer_152 9 2 5
boxer_153 9 2 5
boxer_154 9 2 5
boxer_155 9 2 5
boxer_156 9 2 5
boxer_157 9 2 5
boxer_158 9 2 5
boxer_159 9 2 5
boxer_15 9 2 5
boxer_160 9 2 5
boxer_161 9 2 5
boxer_162 9 2 5
boxer_163 9 2 5
boxer_164 9 2 5
boxer_165 9 2 5
boxer_166 9 2 5
boxer_167 9 2 5
boxer_168 9 2 5
boxer_169 9 2 5
boxer_16 9 2 5
boxer_170 9 2 5
boxer_171 9 2 5
boxer_172 9 2 5
boxer_173 9 2 5
boxer_174 9 2 5
boxer_175 9 2 5
boxer_176 9 2 5
boxer_177 9 2 5
boxer_178 9 2 5
boxer_179 9 2 5
boxer_17 9 2 5
boxer_180 9 2 5
boxer_181 9 2 5
boxer_182 9 2 5
boxer_183 9 2 5
boxer_184 9 2 5
boxer_185 9 2 5
boxer_186 9 2 5
boxer_187 9 2 5
boxer_188 9 2 5
boxer_189 9 2 5
boxer_18 9 2 5
boxer_190 9 2 5
British_Shorthair_158 10 1 5
British_Shorthair_159 10 1 5
British_Shorthair_15 10 1 5
British_Shorthair_160 10 1 5
British_Shorthair_161 10 1 5
British_Shorthair_162 10 1 5
British_Shorthair_163 10 1 5
British_Shorthair_164 10 1 5
British_Shorthair_165 10 1 5
British_Shorthair_166 10 1 5
British_Shorthair_167 10 1 5
British_Shorthair_168 10 1 5
British_Shorthair_169 10 1 5
British_Shorthair_16 10 1 5
British_Shorthair_170 10 1 5
British_Shorthair_172 10 1 5
British_Shorthair_173 10 1 5
British_Shorthair_174 10 1 5
British_Shorthair_175 10 1 5
British_Shorthair_176 10 1 5
British_Shorthair_177 10 1 5
British_Shorthair_178 10 1 5
British_Shorthair_179 10 1 5
British_Shorthair_17 10 1 5
British_Shorthair_180 10 1 5
British_Shorthair_181 10 1 5
British_Shorthair_182 10 1 5
British_Shorthair_183 10 1 5
British_Shorthair_184 10 1 5
British_Shorthair_185 10 1 5
British_Shorthair_186 10 1 5
British_Shorthair_187 10 1 5
British_Shorthair_188 10 1 5
British_Shorthair_189 10 1 5
British_Shorthair_18 10 1 5
British_Shorthair_190 10 1 5
British_Shorthair_193 10 1 5
British_Shorthair_195 10 1 5
British_Shorthair_196 10 1 5
British_Shorthair_197 10 1 5
British_Shorthair_198 10 1 5
British_Shorthair_199 10 1 5
British_Shorthair_200 10 1 5
British_Shorthair_201 10 1 5
British_Shorthair_203 10 1 5
British_Shorthair_204 10 1 5
British_Shorthair_205 10 1 5
British_Shorthair_207 10 1 5
British_Shorthair_209 10 1 5
British_Shorthair_210 10 1 5
chihuahua_146 11 2 6
chihuahua_147 11 2 6
chihuahua_148 11 2 6
chihuahua_149 11 2 6
chihuahua_14 11 2 6
chihuahua_150 11 2 6
chihuahua_151 11 2 6
chihuahua_152 11 2 6
chihuahua_153 11 2 6
chihuahua_154 11 2 6
chihuahua_155 11 2 6
chihuahua_156 11 2 6
chihuahua_157 11 2 6
chihuahua_158 11 2 6
chihuahua_159 11 2 6
chihuahua_15 11 2 6
chihuahua_160 11 2 6
chihuahua_161 11 2 6
chihuahua_162 11 2 6
chihuahua_163 11 2 6
chihuahua_164 11 2 6
chihuahua_165 11 2 6
chihuahua_166 11 2 6
chihuahua_167 11 2 6
chihuahua_168 11 2 6
chihuahua_169 11 2 6
chihuahua_16 11 2 6
chihuahua_170 11 2 6
chihuahua_171 11 2 6
chihuahua_172 11 2 6
chihuahua_173 11 2 6
chihuahua_174 11 2 6
chihuahua_175 11 2 6
chihuahua_176 11 2 6
chihuahua_177 11 2 6
chihuahua_178 11 2 6
chihuahua_179 11 2 6
chihuahua_17 11 2 6
chihuahua_180 11 2 6
chihuahua_181 11 2 6
chihuahua_182 11 2 6
chihuahua_183 11 2 6
chihuahua_184 11 2 6
chihuahua_185 11 2 6
chihuahua_186 11 2 6
chihuahua_187 11 2 6
chihuahua_188 11 2 6
chihuahua_189 11 2 6
chihuahua_18 11 2 6
chihuahua_190 11 2 6
Egyptian_Mau_148 12 1 6
Egyptian_Mau_149 12 1 6
Egyptian_Mau_14 12 1 6
Egyptian_Mau_150 12 1 6
Egyptian_Mau_151 12 1 6
Egyptian_Mau_152 12 1 6
Egyptian_Mau_153 12 1 6
Egyptian_Mau_154 12 1 6
Egyptian_Mau_155 12 1 6
Egyptian_Mau_156 12 1 6
Egyptian_Mau_157 12 1 6
Egyptian_Mau_15 12 1 6
Egyptian_Mau_160 12 1 6
Egyptian_Mau_161 12 1 6
Egyptian_Mau_162 12 1 6
Egyptian_Mau_163 12 1 6
Egyptian_Mau_164 12 1 6
Egyptian_Mau_165 12 1 6
Egyptian_Mau_168 12 1 6
Egyptian_Mau_16 12 1 6
Egyptian_Mau_170 12 1 6
Egyptian_Mau_171 12 1 6
Egyptian_Mau_172 12 1 6
Egyptian_Mau_173 12 1 6
Egyptian_Mau_174 12 1 6
Egyptian_Mau_175 12 1 6
Egyptian_Mau_176 12 1 6
Egyptian_Mau_178 12 1 6
Egyptian_Mau_179 12 1 6
Egyptian_Mau_180 12 1 6
Egyptian_Mau_181 12 1 6
Egyptian_Mau_182 12 1 6
Egyptian_Mau_184 12 1 6
Egyptian_Mau_185 12 1 6
Egyptian_Mau_186 12 1 6
Egyptian_Mau_187 12 1 6
Egyptian_Mau_188 12 1 6
Egyptian_Mau_189 12 1 6
Egyptian_Mau_18 12 1 6
Egyptian_Mau_190 12 1 6
Egyptian_Mau_192 12 1 6
Egyptian_Mau_193 12 1 6
Egyptian_Mau_194 12 1 6
Egyptian_Mau_195 12 1 6
Egyptian_Mau_196 12 1 6
Egyptian_Mau_197 12 1 6
english_cocker_spaniel_146 13 2 7
english_cocker_spaniel_147 13 2 7
english_cocker_spaniel_148 13 2 7
english_cocker_spaniel_149 13 2 7
english_cocker_spaniel_14 13 2 7
english_cocker_spaniel_150 13 2 7
english_cocker_spaniel_151 13 2 7
english_cocker_spaniel_152 13 2 7
english_cocker_spaniel_153 13 2 7
english_cocker_spaniel_154 13 2 7
english_cocker_spaniel_155 13 2 7
english_cocker_spaniel_156 13 2 7
english_cocker_spaniel_157 13 2 7
english_cocker_spaniel_158 13 2 7
english_cocker_spaniel_159 13 2 7
english_cocker_spaniel_15 13 2 7
english_cocker_spaniel_160 13 2 7
english_cocker_spaniel_161 13 2 7
english_cocker_spaniel_165 13 2 7
english_cocker_spaniel_166 13 2 7
english_cocker_spaniel_167 13 2 7
english_cocker_spaniel_168 13 2 7
english_cocker_spaniel_169 13 2 7
english_cocker_spaniel_16 13 2 7
english_cocker_spaniel_170 13 2 7
english_cocker_spaniel_171 13 2 7
english_cocker_spaniel_172 13 2 7
english_cocker_spaniel_173 13 2 7
english_cocker_spaniel_174 13 2 7
english_cocker_spaniel_175 13 2 7
english_cocker_spaniel_176 13 2 7
english_cocker_spaniel_177 13 2 7
english_cocker_spaniel_178 13 2 7
english_cocker_spaniel_17 13 2 7
english_cocker_spaniel_180 13 2 7
english_cocker_spaniel_181 13 2 7
english_cocker_spaniel_182 13 2 7
english_cocker_spaniel_183 13 2 7
english_cocker_spaniel_184 13 2 7
english_cocker_spaniel_185 13 2 7
english_cocker_spaniel_186 13 2 7
english_cocker_spaniel_187 13 2 7
english_cocker_spaniel_188 13 2 7
english_cocker_spaniel_189 13 2 7
english_cocker_spaniel_18 13 2 7
english_cocker_spaniel_190 13 2 7
english_setter_146 14 2 8
english_setter_147 14 2 8
english_setter_148 14 2 8
english_setter_149 14 2 8
english_setter_14 14 2 8
english_setter_150 14 2 8
english_setter_151 14 2 8
english_setter_152 14 2 8
english_setter_153 14 2 8
english_setter_154 14 2 8
english_setter_155 14 2 8
english_setter_156 14 2 8
english_setter_157 14 2 8
english_setter_158 14 2 8
english_setter_159 14 2 8
english_setter_15 14 2 8
english_setter_160 14 2 8
english_setter_161 14 2 8
english_setter_162 14 2 8
english_setter_163 14 2 8
english_setter_164 14 2 8
english_setter_165 14 2 8
english_setter_166 14 2 8
english_setter_167 14 2 8
english_setter_168 14 2 8
english_setter_169 14 2 8
english_setter_16 14 2 8
english_setter_170 14 2 8
english_setter_171 14 2 8
english_setter_172 14 2 8
english_setter_173 14 2 8
english_setter_174 14 2 8
english_setter_175 14 2 8
english_setter_176 14 2 8
english_setter_177 14 2 8
english_setter_178 14 2 8
english_setter_179 14 2 8
english_setter_17 14 2 8
english_setter_180 14 2 8
english_setter_181 14 2 8
english_setter_182 14 2 8
english_setter_183 14 2 8
english_setter_184 14 2 8
english_setter_185 14 2 8
english_setter_186 14 2 8
english_setter_187 14 2 8
english_setter_188 14 2 8
english_setter_189 14 2 8
english_setter_18 14 2 8
english_setter_190 14 2 8
german_shorthaired_146 15 2 9
german_shorthaired_147 15 2 9
german_shorthaired_148 15 2 9
german_shorthaired_149 15 2 9
german_shorthaired_14 15 2 9
german_shorthaired_150 15 2 9
german_shorthaired_151 15 2 9
german_shorthaired_152 15 2 9
german_shorthaired_153 15 2 9
german_shorthaired_154 15 2 9
german_shorthaired_155 15 2 9
german_shorthaired_156 15 2 9
german_shorthaired_157 15 2 9
german_shorthaired_158 15 2 9
german_shorthaired_159 15 2 9
german_shorthaired_15 15 2 9
german_shorthaired_160 15 2 9
german_shorthaired_161 15 2 9
german_shorthaired_162 15 2 9
german_shorthaired_163 15 2 9
german_shorthaired_164 15 2 9
german_shorthaired_165 15 2 9
german_shorthaired_166 15 2 9
german_shorthaired_167 15 2 9
german_shorthaired_168 15 2 9
german_shorthaired_169 15 2 9
german_shorthaired_16 15 2 9
german_shorthaired_170 15 2 9
german_shorthaired_171 15 2 9
german_shorthaired_172 15 2 9
german_shorthaired_173 15 2 9
german_shorthaired_174 15 2 9
german_shorthaired_175 15 2 9
german_shorthaired_176 15 2 9
german_shorthaired_177 15 2 9
german_shorthaired_178 15 2 9
german_shorthaired_179 15 2 9
german_shorthaired_17 15 2 9
german_shorthaired_180 15 2 9
german_shorthaired_181 15 2 9
german_shorthaired_182 15 2 9
german_shorthaired_183 15 2 9
german_shorthaired_184 15 2 9
german_shorthaired_185 15 2 9
german_shorthaired_186 15 2 9
german_shorthaired_187 15 2 9
german_shorthaired_188 15 2 9
german_shorthaired_189 15 2 9
german_shorthaired_18 15 2 9
german_shorthaired_190 15 2 9
great_pyrenees_146 16 2 10
great_pyrenees_147 16 2 10
great_pyrenees_148 16 2 10
great_pyrenees_149 16 2 10
great_pyrenees_14 16 2 10
great_pyrenees_150 16 2 10
great_pyrenees_151 16 2 10
great_pyrenees_152 16 2 10
great_pyrenees_153 16 2 10
great_pyrenees_154 16 2 10
great_pyrenees_155 16 2 10
great_pyrenees_156 16 2 10
great_pyrenees_157 16 2 10
great_pyrenees_158 16 2 10
great_pyrenees_159 16 2 10
great_pyrenees_15 16 2 10
great_pyrenees_160 16 2 10
great_pyrenees_161 16 2 10
great_pyrenees_162 16 2 10
great_pyrenees_163 16 2 10
great_pyrenees_164 16 2 10
great_pyrenees_165 16 2 10
great_pyrenees_166 16 2 10
great_pyrenees_167 16 2 10
great_pyrenees_168 16 2 10
great_pyrenees_169 16 2 10
great_pyrenees_16 16 2 10
great_pyrenees_170 16 2 10
great_pyrenees_171 16 2 10
great_pyrenees_172 16 2 10
great_pyrenees_173 16 2 10
great_pyrenees_174 16 2 10
great_pyrenees_175 16 2 10
great_pyrenees_176 16 2 10
great_pyrenees_177 16 2 10
great_pyrenees_178 16 2 10
great_pyrenees_179 16 2 10
great_pyrenees_17 16 2 10
great_pyrenees_180 16 2 10
great_pyrenees_181 16 2 10
great_pyrenees_182 16 2 10
great_pyrenees_183 16 2 10
great_pyrenees_184 16 2 10
great_pyrenees_185 16 2 10
great_pyrenees_186 16 2 10
great_pyrenees_187 16 2 10
great_pyrenees_188 16 2 10
great_pyrenees_189 16 2 10
great_pyrenees_18 16 2 10
great_pyrenees_190 16 2 10
havanese_146 17 2 11
havanese_147 17 2 11
havanese_148 17 2 11
havanese_149 17 2 11
havanese_14 17 2 11
havanese_150 17 2 11
havanese_151 17 2 11
havanese_152 17 2 11
havanese_153 17 2 11
havanese_154 17 2 11
havanese_155 17 2 11
havanese_156 17 2 11
havanese_157 17 2 11
havanese_158 17 2 11
havanese_159 17 2 11
havanese_15 17 2 11
havanese_160 17 2 11
havanese_161 17 2 11
havanese_162 17 2 11
havanese_163 17 2 11
havanese_164 17 2 11
havanese_165 17 2 11
havanese_166 17 2 11
havanese_167 17 2 11
havanese_168 17 2 11
havanese_169 17 2 11
havanese_16 17 2 11
havanese_170 17 2 11
havanese_171 17 2 11
havanese_172 17 2 11
havanese_173 17 2 11
havanese_174 17 2 11
havanese_175 17 2 11
havanese_176 17 2 11
havanese_177 17 2 11
havanese_178 17 2 11
havanese_179 17 2 11
havanese_17 17 2 11
havanese_180 17 2 11
havanese_181 17 2 11
havanese_182 17 2 11
havanese_183 17 2 11
havanese_184 17 2 11
havanese_185 17 2 11
havanese_186 17 2 11
havanese_187 17 2 11
havanese_188 17 2 11
havanese_189 17 2 11
havanese_18 17 2 11
havanese_190 17 2 11
japanese_chin_146 18 2 12
japanese_chin_147 18 2 12
japanese_chin_148 18 2 12
japanese_chin_149 18 2 12
japanese_chin_14 18 2 12
japanese_chin_150 18 2 12
japanese_chin_151 18 2 12
japanese_chin_152 18 2 12
japanese_chin_153 18 2 12
japanese_chin_154 18 2 12
japanese_chin_155 18 2 12
japanese_chin_156 18 2 12
japanese_chin_157 18 2 12
japanese_chin_158 18 2 12
japanese_chin_159 18 2 12
japanese_chin_15 18 2 12
japanese_chin_160 18 2 12
japanese_chin_161 18 2 12
japanese_chin_162 18 2 12
japanese_chin_163 18 2 12
japanese_chin_164 18 2 12
japanese_chin_165 18 2 12
japanese_chin_166 18 2 12
japanese_chin_167 18 2 12
japanese_chin_168 18 2 12
japanese_chin_169 18 2 12
japanese_chin_16 18 2 12
japanese_chin_170 18 2 12
japanese_chin_171 18 2 12
japanese_chin_172 18 2 12
japanese_chin_173 18 2 12
japanese_chin_174 18 2 12
japanese_chin_175 18 2 12
japanese_chin_176 18 2 12
japanese_chin_177 18 2 12
japanese_chin_178 18 2 12
japanese_chin_179 18 2 12
japanese_chin_17 18 2 12
japanese_chin_180 18 2 12
japanese_chin_181 18 2 12
japanese_chin_182 18 2 12
japanese_chin_183 18 2 12
japanese_chin_184 18 2 12
japanese_chin_185 18 2 12
japanese_chin_186 18 2 12
japanese_chin_187 18 2 12
japanese_chin_188 18 2 12
japanese_chin_189 18 2 12
japanese_chin_18 18 2 12
japanese_chin_190 18 2 12
keeshond_146 19 2 13
keeshond_147 19 2 13
keeshond_148 19 2 13
keeshond_149 19 2 13
keeshond_14 19 2 13
keeshond_150 19 2 13
keeshond_151 19 2 13
keeshond_152 19 2 13
keeshond_153 19 2 13
keeshond_154 19 2 13
keeshond_155 19 2 13
keeshond_156 19 2 13
keeshond_157 19 2 13
keeshond_158 19 2 13
keeshond_159 19 2 13
keeshond_15 19 2 13
keeshond_160 19 2 13
keeshond_161 19 2 13
keeshond_162 19 2 13
keeshond_163 19 2 13
keeshond_164 19 2 13
keeshond_165 19 2 13
keeshond_166 19 2 13
keeshond_167 19 2 13
keeshond_168 19 2 13
keeshond_169 19 2 13
keeshond_16 19 2 13
keeshond_170 19 2 13
keeshond_171 19 2 13
keeshond_172 19 2 13
keeshond_173 19 2 13
keeshond_174 19 2 13
keeshond_175 19 2 13
keeshond_176 19 2 13
keeshond_177 19 2 13
keeshond_178 19 2 13
keeshond_179 19 2 13
keeshond_17 19 2 13
keeshond_180 19 2 13
keeshond_181 19 2 13
keeshond_182 19 2 13
keeshond_183 19 2 13
keeshond_184 19 2 13
keeshond_185 19 2 13
keeshond_186 19 2 13
keeshond_187 19 2 13
keeshond_188 19 2 13
keeshond_189 19 2 13
keeshond_18 19 2 13
keeshond_190 19 2 13
leonberger_146 20 2 14
leonberger_147 20 2 14
leonberger_148 20 2 14
leonberger_149 20 2 14
leonberger_14 20 2 14
leonberger_150 20 2 14
leonberger_151 20 2 14
leonberger_152 20 2 14
leonberger_153 20 2 14
leonberger_154 20 2 14
leonberger_155 20 2 14
leonberger_156 20 2 14
leonberger_157 20 2 14
leonberger_158 20 2 14
leonberger_159 20 2 14
leonberger_15 20 2 14
leonberger_160 20 2 14
leonberger_161 20 2 14
leonberger_162 20 2 14
leonberger_163 20 2 14
leonberger_164 20 2 14
leonberger_165 20 2 14
leonberger_166 20 2 14
leonberger_167 20 2 14
leonberger_168 20 2 14
leonberger_169 20 2 14
leonberger_16 20 2 14
leonberger_170 20 2 14
leonberger_171 20 2 14
leonberger_172 20 2 14
leonberger_173 20 2 14
leonberger_174 20 2 14
leonberger_175 20 2 14
leonberger_176 20 2 14
leonberger_177 20 2 14
leonberger_178 20 2 14
leonberger_179 20 2 14
leonberger_17 20 2 14
leonberger_180 20 2 14
